LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,Yes
X_Columns,One
Time_Pref,Absolute
Operator,syed
Date,2019/02/21
Time,11:57:49.636746699999669971
***End_of_Header***,
,
Channels,2,,
Samples,2000,2000,
Date,2019/02/21,2019/02/21,
Time,11:57:49.636746699999669971,11:57:49.636746699999669971,
Y_Unit_Label,Volts,Volts,
X_Dimension,Time,Time,
X0,0.0000000000000000E+0,0.0000000000000000E+0,
Delta_X,3.300000E-7,3.300000E-7,
***End_of_Header***,,,
X_Value,Input bar signal,Output bar signal,Comment
0.000000,-0.002983,-0.004517
3.300000E-7,-0.002983,-0.003485
6.600000E-7,-0.003609,-0.003204
9.900000E-7,-0.003296,-0.003235
1.320000E-6,-0.002983,-0.003923
1.650000E-6,-0.003296,-0.004798
1.980000E-6,-0.002983,-0.005330
2.310000E-6,-0.003609,-0.005611
2.640000E-6,-0.002983,-0.005549
2.970000E-6,-0.002671,-0.005267
3.300000E-6,-0.002983,-0.004423
3.630000E-6,-0.002671,-0.004048
3.960000E-6,-0.003609,-0.004298
4.290000E-6,-0.003609,-0.004736
4.620000E-6,-0.003609,-0.004955
4.950000E-6,-0.004234,-0.004673
5.280000E-6,-0.003296,-0.004267
5.610000E-6,-0.002983,-0.003923
5.940000E-6,-0.002983,-0.003392
6.270000E-6,-0.002046,-0.003204
6.600000E-6,-0.002358,-0.003392
6.930000E-6,-0.002358,-0.003829
7.260000E-6,-0.002671,-0.004423
7.590000E-6,-0.002983,-0.004861
7.920000E-6,-0.002983,-0.004830
8.250000E-6,-0.003296,-0.004423
8.580000E-6,-0.003609,-0.004048
8.910000E-6,-0.003296,-0.004173
9.240000E-6,-0.002983,-0.003954
9.570000E-6,-0.003609,-0.003986
9.900000E-6,-0.003296,-0.003954
1.023000E-5,-0.003609,-0.003861
1.056000E-5,-0.002983,-0.004236
1.089000E-5,-0.003296,-0.004705
1.122000E-5,-0.003609,-0.005048
1.155000E-5,-0.002983,-0.004861
1.188000E-5,-0.003296,-0.004580
1.221000E-5,-0.003609,-0.004455
1.254000E-5,-0.003921,-0.004486
1.287000E-5,-0.003921,-0.004486
1.320000E-5,-0.003609,-0.004486
1.353000E-5,-0.003296,-0.004830
1.386000E-5,-0.003609,-0.004767
1.419000E-5,-0.003296,-0.004861
1.452000E-5,-0.003296,-0.004923
1.485000E-5,-0.003296,-0.004673
1.518000E-5,-0.003609,-0.004548
1.551000E-5,-0.003609,-0.004423
1.584000E-5,-0.003609,-0.004423
1.617000E-5,-0.004234,-0.004486
1.650000E-5,-0.003609,-0.004517
1.683000E-5,-0.002983,-0.004705
1.716000E-5,-0.002983,-0.004204
1.749000E-5,-0.002671,-0.004329
1.782000E-5,-0.002671,-0.004173
1.815000E-5,-0.003609,-0.004111
1.848000E-5,-0.002983,-0.004517
1.881000E-5,-0.002983,-0.004705
1.914000E-5,-0.002671,-0.003986
1.947000E-5,-0.002358,-0.004017
1.980000E-5,-0.002983,-0.004611
2.013000E-5,-0.002358,-0.005048
2.046000E-5,-0.002358,-0.005080
2.079000E-5,-0.002983,-0.004705
2.112000E-5,-0.002983,-0.004017
2.145000E-5,-0.003296,-0.003673
2.178000E-5,-0.003609,-0.003829
2.211000E-5,-0.002983,-0.004173
2.244000E-5,-0.002671,-0.004455
2.277000E-5,-0.002671,-0.004548
2.310000E-5,-0.002671,-0.004455
2.343000E-5,-0.003296,-0.004455
2.376000E-5,-0.002671,-0.004236
2.409000E-5,-0.003296,-0.003704
2.442000E-5,-0.002983,-0.003204
2.475000E-5,-0.003296,-0.003360
2.508000E-5,-0.003921,-0.003892
2.541000E-5,-0.003296,-0.004642
2.574000E-5,-0.002671,-0.005017
2.607000E-5,-0.002983,-0.004798
2.640000E-5,-0.002671,-0.004361
2.673000E-5,-0.003296,-0.004079
2.706000E-5,-0.003296,-0.003392
2.739000E-5,-0.002671,-0.003204
2.772000E-5,-0.002983,-0.003454
2.805000E-5,-0.002983,-0.004423
2.838000E-5,-0.002358,-0.004298
2.871000E-5,-0.002358,-0.003329
2.904000E-5,-0.002671,-0.002798
2.937000E-5,-0.004234,-0.005080
2.970000E-5,-0.003921,-0.006330
3.003000E-5,-0.002358,-0.005424
3.036000E-5,-0.002046,-0.004079
3.069000E-5,-0.002983,-0.004079
3.102000E-5,-0.004234,-0.004361
3.135000E-5,-0.004234,-0.004392
3.168000E-5,-0.003609,-0.004423
3.201000E-5,-0.003921,-0.004204
3.234000E-5,-0.003296,-0.003454
3.267000E-5,-0.003609,-0.003204
3.300000E-5,-0.004234,-0.003517
3.333000E-5,-0.002983,-0.004204
3.366000E-5,-0.003609,-0.004767
3.399000E-5,-0.003609,-0.004673
3.432000E-5,-0.003609,-0.004861
3.465000E-5,-0.003921,-0.005142
3.498000E-5,-0.003921,-0.005017
3.531000E-5,-0.004234,-0.004923
3.564000E-5,-0.004234,-0.004548
3.597000E-5,-0.003296,-0.004079
3.630000E-5,-0.003296,-0.003861
3.663000E-5,-0.003609,-0.004079
3.696000E-5,-0.002983,-0.004486
3.729000E-5,-0.003296,-0.004580
3.762000E-5,-0.003296,-0.004361
3.795000E-5,-0.003296,-0.004079
3.828000E-5,-0.003296,-0.003892
3.861000E-5,-0.002983,-0.003829
3.894000E-5,-0.003296,-0.004392
3.927000E-5,-0.002983,-0.004580
3.960000E-5,-0.002983,-0.004673
3.993000E-5,-0.003609,-0.004392
4.026000E-5,-0.002983,-0.004048
4.059000E-5,-0.002983,-0.003829
4.092000E-5,-0.003296,-0.003892
4.125000E-5,-0.002671,-0.003798
4.158000E-5,-0.002671,-0.004111
4.191000E-5,-0.003296,-0.004267
4.224000E-5,-0.003609,-0.004423
4.257000E-5,-0.004234,-0.004267
4.290000E-5,-0.003921,-0.004173
4.323000E-5,-0.003609,-0.004079
4.356000E-5,-0.003921,-0.004079
4.389000E-5,-0.003921,-0.003892
4.422000E-5,-0.004234,-0.003485
4.455000E-5,-0.004234,-0.003329
4.488000E-5,-0.003921,-0.003329
4.521000E-5,-0.003609,-0.003829
4.554000E-5,-0.002983,-0.004705
4.587000E-5,-0.002358,-0.004642
